"Bid Solicitation #","Organization Name","Contract #","Buyer","Description","Bid Opening Date","Bid Holder List","Awarded Vendor(s)","Status","Alternate Id"
"80DOT-S297","Department of Transportation","80DOT-NV19-905","Marti Marsh","Traffic Beads","08/23/2018 14:00:00","/bso/external/bidAckList.sdo","Potters Industries, LLC","Bid to PO","OTC 8638"
"72DOW-S295","Department of Wildlife","","Gail Burchett","Plateau and Razor herbicide","08/14/2018 14:00:00","/bso/external/bidAckList.sdo","Wilbur Ellis Holdings II Inc","Bid to PO","REQ 702-30917"
"81DMV-S294","Department of Motor Vehicles","","Heather Moon","Motor Vehicle Remote Sensing","09/12/2018 14:00:00","/bso/external/bidAckList.sdo","N/A","Closed",""
"81DMV-S293","Department of Motor Vehicles","","Marti Marsh","Dell Toners","08/02/2018 10:00:00","/bso/external/bidAckList.sdo","The Office pal","Bid to PO","810-30893"
"40DHHS-S291","Department of Human Services","","Marti Marsh","Lenovo Thinkpad","08/01/2018 13:30:00","/bso/external/bidAckList.sdo","Diltex Inc","Bid to PO","409-30849"
"44DOC-S290","Department of Corrections","","Teri Becker","Refrigerator & Freezer","08/07/2018 15:00:00","/bso/external/bidAckList.sdo","Central Restaurant Products","Bid to PO","RX 440-30879"
"81DMV-S288","Department of Motor Vehicles","","Annette Morfin","Handicap Placards","08/06/2018 13:00:00","","Rydin Decal Co.","Bid to PO","810 30882"
"55AGR-S287","Department of Agriculture","","Marti Marsh","Surface Book","08/01/2018 14:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","550-X19004"
"65DPS-S286","Department of Public Safety","","Heather Moon","Wireless Wheel Load Scales","08/01/2018 12:00:00","/bso/external/bidAckList.sdo","Intercomp Company","Bid to PO",""
"81DMV-S283","Department of Motor Vehicles","","Annette Morfin","Green Stripe Window Envelopes","08/01/2018 12:00:00","","Cenveo","Bid to PO","810 30878"
"99SWC-S282","Statewide Contracts","","Mark Stewart","NASPO ValuePoint - Data Communications Products and Services ","09/11/2018 13:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","SK18001"
"55AGR-S281","Department of Agriculture","","Marti Marsh","Microsoft Surface Book","07/27/2018 16:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","550-x19003"
"81DMV-S278","Department of Motor Vehicles","81DMV-NV19-1946","Heather Moon","Credential Print Solution","10/29/2018 14:00:00","/bso/external/bidAckList.sdo","Idemia Identity & Security USA LLC","Bid to PO",""
"65DPS-S277","Department of Public Safety","","Heather Moon","Law Enforcement Accessories","07/11/2018 12:00:00","/bso/external/bidAckList.sdo","copsplus inc.","Bid to PO",""
"65DPS-S276","Department of Public Safety","","Heather Moon","Law Enforcement Accessories","07/11/2018 12:00:00","/bso/external/bidAckList.sdo","copsplus inc.","Bid to PO",""
"96SSHIX-S273","Silver State Health Insurance Exchange","","Marti Marsh","Surface Tablet","07/09/2018 13:30:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","960-30729"
"70CNR-S272","Department of Conservation and Natural Resources","","Marti Marsh","Surface Tablets","07/09/2018 12:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","709-30744"
"70CNR-S271","Department of Conservation and Natural Resources","","Marti Marsh","Surface Tablet","07/09/2018 11:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","709-30733"
"80DOT-S270","Department of Transportation","","Marti Marsh","Tandem Axle Chassis w/Sander","07/24/2018 11:00:00","/bso/external/bidAckList.sdo","Peterbilt Truck Parts and Equipment LLC","Bid to PO","NDEQ018634"
"40DHHS-S269","Department of Human Services","","Marti Marsh","Lenovo ThinkPad","07/02/2018 13:30:00","/bso/external/bidAckList.sdo","Aita Technoliges","Bid to PO","409-YT000000012"
"40DHHS-S268","Department of Human Services","","Marti Marsh","Plantronics Headsets","07/02/2018 13:00:00","/bso/external/bidAckList.sdo","Diltex Inc","Bid to PO","403-30676"
"44DOC-S267","Department of Corrections","","Marti Marsh","Panasonic Surveillance Camera","07/02/2018 12:00:00","/bso/external/bidAckList.sdo","Perlmutter Purchasing Power","Bid to PO","440-30692"
"74BAI-S266","Department of Business and Industry","","Marti Marsh","Surface Pro Tablet","07/02/2018 11:00:00","/bso/external/bidAckList.sdo","CDW Government, Inc.","Bid to PO","742-30687"
"81DMV-S265","Department of Motor Vehicles","","Marti Marsh","Barcode Scanners","07/02/2018 10:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","810-30637"
"80DOT-S264","Department of Transportation","80DOT-NV18-758","Marti Marsh","Crackfiller","07/23/2018 14:00:00","/bso/external/bidAckList.sdo","Crafco Inc.","Bid to PO","OTC 8636 Crackfiller"
"80DOT-S262","Department of Transportation","","Marti Marsh","LG Monitors","06/29/2018 11:00:00","/bso/external/bidAckList.sdo","Aita Technoliges","Bid to PO","NDHQ49018"
"74BAI-S260","Department of Business and Industry","","Marti Marsh","Lenovo Thinkpad","06/28/2018 14:30:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","752-30640"
"74BAI-S259","Department of Business and Industry","","Marti Marsh","Video Conference Kit","06/28/2018 14:00:00","/bso/external/bidAckList.sdo","Aita Technoliges","Bid to PO","752-30647"
"70CNR-S258","Department of Conservation and Natural Resources","","Nancy Feser","Environmental Mitigation,Assessment, and Remediation Services","08/15/2018 14:00:00","","Broadbent & Associates, Inc., TERRAPHASE ENGINEERING INC","Bid to PO",""
"80DOT-S257","Department of Transportation","80DOT-NV18-739 80DOT-NV18-740 80DOT-NV18-743 80DOT-NV18-738 80DOT-NV18-741 80DOT-NV18-746 80DOT-NV18-737 80DOT-NV18-742 80DOT-NV18-744","Marti Marsh","De-Icing Sand & Cinders","07/17/2018 14:00:00","/bso/external/bidAckList.sdo","3D Concrete, Inc., Cinderlite Trucking Corp., Gopher Construction, Inc., H.E. Hunewill Construction Co. Inc., IMPACT SAND & GRAVEL INC, Jim Wilkin Trucking, Reno Rock Transport LLC, Sierra Rental and Transport Co., Titan Constructors, Inc., Vega Construction & Trucking Co.","Bid to PO","OTC 8637"
"99SWC-S256","Statewide Contracts","","Teri Becker","MMCAP Medication Repackaging Services","08/06/2018 14:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","26714"
"81DMV-S255","Department of Motor Vehicles","","Marti Marsh","Smart Card Reader","06/26/2018 15:00:00","/bso/external/bidAckList.sdo","PCMG, Inc.","Bid to PO","810-30614"
"81DMV-S254","Department of Motor Vehicles","","Marti Marsh","Canon Scanner","06/25/2018 15:00:00","/bso/external/bidAckList.sdo","1st Run Computer Services Inc.","Bid to PO","810-30579"
"70CNR-S253","Department of Conservation and Natural Resources","","Marti Marsh","Surface Tablets","06/25/2018 14:00:00","/bso/external/bidAckList.sdo","PCMG, Inc.","Bid to PO","709-30606"
"70CNR-S252","Department of Conservation and Natural Resources","","Heather Moon","Kubota and Accessories","06/27/2018 12:00:00","/bso/external/bidAckList.sdo","Nevada Power Products, Inc.","Bid to PO",""
"99SWC-S251","Statewide Contracts","","Teri Becker","Breast Pumps and Related Accessories","07/02/2018 15:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","DASPS-2203-18"
"99SWC-S250","Statewide Contracts","","Teri Becker","WIC Infant Formula","07/02/2018 15:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","DAS PS-2205-18"
"90DETR-S249","Department of Employment, Training and Rehabilitation","90DETR-NV18-1411","Teri Becker","Low Vision Clinics","09/13/2018 14:00:00","/bso/external/bidAckList.sdo","Southern California College of Optometry","Bid to PO",""
"70CNR-S248","Department of Conservation and Natural Resources","","Gail Burchett","Welder Bobcat 200 Air Pak","06/26/2018 12:00:00","/bso/external/bidAckList.sdo","N/A","Closed","RXQ704-30738"
"80DOT-S247","Department of Transportation","","Marti Marsh","Dustless Waterless Street Sweepers","07/16/2018 14:00:00","/bso/external/bidAckList.sdo","Silver State International","Bid to PO","NDEQ018691/92"
"80DOT-S246","Department of Transportation","","Marti Marsh","33K Cab & Chassis w/55' Aerial Lift","07/16/2018 14:30:00","/bso/external/bidAckList.sdo","Velocity Truck Centers","Bid to PO","NDEQ018674"
"74BAI-S245","Department of Business and Industry","","Annette Morfin","Soundpro DL Class 1 Sound Level Meter","06/21/2018 13:00:00","/bso/external/bidAckList.sdo","SKC West","Bid to PO","BAI-S231"
"80DOT-S243","Department of Transportation","80DOT-NV18-650","Marti Marsh","Potassium Acetate","07/09/2018 14:00:00","/bso/external/bidAckList.sdo","Nachurs Alpine Solutions LLC","Bid to PO","OTC 8634"
"90DETR-S242","Department of Employment, Training and Rehabilitation","","Marti Marsh","Storage Media","06/19/2018 15:00:00","/bso/external/bidAckList.sdo","PCMG, Inc.","Bid to PO","908-S418180"
"80DOT-S241","Department of Transportation","","Marti Marsh","4WD Tractor","07/03/2018 14:30:00","/bso/external/bidAckList.sdo","Renner Equipment Company","Bid to PO","NDEQ018662"
"03AG-S240","Attorney General's Office","03AG-NV18-1454","Annette Morfin","Sexual Assault Kit Tracking Software","07/25/2018 14:00:00","/bso/external/bidAckList.sdo","STACS DNA, Inc","Bid to PO",""
"44DOC-S239","Department of Corrections","","Marti Marsh","IXSystems Hardware & Components","06/27/2018 14:00:00","/bso/external/bidAckList.sdo","SHI International Corp","Bid to PO","440-30561"
"30DOE-S236","Department of Education","","Gail Burchett","Special Education Accountability & Reporting System","11/12/2018 14:00:00","/bso/external/bidAckList.sdo","Special Education Data Services and Information Systems, LLC","Bid to PO","Old RFP 1674"
"80DOT-S235","Department of Transportation","","Annette Morfin","Bicycle Helmets","06/15/2018 17:00:00","/bso/external/bidAckList.sdo","PRORIDER, INC","Bid to PO","NDHQ48518"
"80DOT-S234","Department of Transportation","","Annette Morfin","Bicycle Helmets","06/18/2018 12:00:00","/bso/external/bidAckList.sdo","PRORIDER, INC","Bid to PO","NDHQ48418A"
"74BAI-S232","Department of Business and Industry","","Annette Morfin","Gilair Plus  Data Logging Five-Pump","06/15/2018 12:00:00","/bso/external/bidAckList.sdo","Industrial Safety Equipment, LLC","Bid to PO","742 30554"
"74BAI-S230","Department of Business and Industry","","Annette Morfin","Kit w/ 5DBADGE2 Pro Dosimeters","06/15/2018 12:00:00","/bso/external/bidAckList.sdo","NoiseMeters Inc","Bid to PO","74BAI-S226"
"65DPS-S228","Department of Public Safety","","Heather Moon","BMW Motorcycles","06/28/2018 14:00:00","/bso/external/bidAckList.sdo","Sierra BMW Motorcycle","Bid to PO",""
"80DOT-S225","Department of Transportation","","Teri Becker","Patch Kit Tin","06/11/2018 15:00:00","/bso/external/bidAckList.sdo","pro patch","Bid to PO","NDHQ47818"
"72DOW-S224","Department of Wildlife","72DOW-NV19-633","Nancy Feser","On-Going Contract for Live Channel Catfish and Bluegill","07/10/2018 14:00:00","","Y and J fish company","Bid to PO",""
"08DOA-S222","Department of Administration","08DOA-NV19-1523","Gail Burchett","Mass Notification System","06/29/2018 14:00:00","/bso/external/bidAckList.sdo","CivicPlus, Inc.","Bid to PO",""
"74BAI-S219","Department of Business and Industry","","Annette Morfin","PPB Environmental Monitor","06/07/2018 14:00:00","/bso/external/bidAckList.sdo","VWR International, LLC","Bid to PO","742 30557"
"40DHHS-S217","Department of Human Services","","Marti Marsh","Plantronics Headsets","06/05/2018 14:30:00","/bso/external/bidAckList.sdo","SBC Technology Partners","Bid to PO","407-30532"
"40DHHS-S215","Department of Human Services","","Marti Marsh","Plantronics Headsets","06/05/2018 14:00:00","/bso/external/bidAckList.sdo","SBC Technology Partners","Bid to PO","407-30536"
"99SWC-S214","Statewide Contracts","","Gail Burchett","Janitorial Services","07/03/2018 14:30:00","/bso/external/bidAckList.sdo","Qual-Econ USA, Xcel Maintenance Services, INC.","Bid to PO",""
"80DOT-S213","Department of Transportation","","Annette Morfin","NCAT Asphalt Content Furnace","06/29/2018 11:00:00","/bso/external/bidAckList.sdo","VIRGINIA LAB SUPPLY CORP","Bid to PO","NDHQ48218"
"74BAI-S212","Department of Business and Industry","","Marti Marsh","Surface Pro Tablets","06/05/2018 13:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","751-30514"
"65DPS-S210","Department of Public Safety","","Heather Moon","Magazine Pouch -Rifle","06/01/2018 12:00:00","/bso/external/bidAckList.sdo","Endgame Tactical","Bid to PO",""
"80DOT-S209","Department of Transportation","","Gail Burchett","80GHZ Microwave Equipment","06/12/2018 14:00:00","/bso/external/bidAckList.sdo","MCINTOSH COMMUNICATIONS INC","Bid to PO","RXQ083NDHQ48018"
"90DETR-S208","Department of Employment, Training and Rehabilitation","","Marti Marsh","F5 Network Equipment","06/18/2018 14:00:00","/bso/external/bidAckList.sdo","Convergeone, Inc.","Bid to PO","908-S418155-1"
"80DOT-S207","Department of Transportation","","Marti Marsh","Compact Track Loaders","06/19/2018 14:00:00","/bso/external/bidAckList.sdo","sonsray machinery - sparks","Bid to PO","NDEQ018577/7879"
"70CNR-S206","Department of Conservation and Natural Resources","","Nancy Feser","Wildland Fire Packs","05/25/2018 16:00:00","/bso/external/bidAckList.sdo","The Supply Cache","Bid to PO","RXQ 70600000030559"
"80DOT-S204","Department of Transportation","","Marti Marsh","Omniswitch Network Equipment","06/18/2018 14:30:00","/bso/external/bidAckList.sdo","Transource Computers","Bid to PO","NDHQ47118"
"80DOT-S202","Department of Transportation","","Heather Moon","Insulated Aerial Lift Truck","07/11/2018 14:00:00","/bso/external/bidAckList.sdo","McCandless International Trucks of Nevada","Bid to PO",""
"81DMV-S201","Department of Motor Vehicles","81DMV-NV18-1560","Heather Moon","Removal and Destruction of Scrap Metal","06/07/2018 14:00:00","/bso/external/bidAckList.sdo","Sims Metal Management","Bid to PO",""
"40DHHS-S200","Department of Human Services","","Marti Marsh","Lenovo ThinkPad","05/24/2018 14:00:00","/bso/external/bidAckList.sdo","PCMG, Inc.","Bid to PO","409-YT000000013"
"65DPS-S199","Department of Public Safety","","Heather Moon","Poly Partitions","05/22/2018 12:00:00","/bso/external/bidAckList.sdo","Advanced Vehicle Products","Bid to PO","RX 652-30442"
"65DPS-S198","Department of Public Safety","","Heather Moon","Poly Partitions","05/22/2018 12:00:00","/bso/external/bidAckList.sdo","Advanced Vehicle Products","Bid to PO","RX 652-30385"
"08DOA-S197","Department of Administration","","Gail Burchett","Solar Powered Lake Aerator","06/06/2018 14:00:00","/bso/external/bidAckList.sdo","Medora Corporation","Bid to PO","082-201001"
"90DETR-S196","Department of Employment, Training and Rehabilitation","","Marti Marsh","Surface Tablet","05/21/2018 13:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","902-S418171"
"30DOE-S195","Department of Education","","Marti Marsh","Vizio Smartcast Displays","05/21/2018 15:00:00","/bso/external/bidAckList.sdo","CDW Government, Inc.","Bid to PO","300-30439"
"80DOT-S194","Department of Transportation","","Annette Morfin","THERMOLYNE 2200 SERIES HOT PLATE","05/22/2018 13:00:00","","Fisher Scientific Company, LLC","Bid to PO","NDHQ47618"
"80DOT-S193","Department of Transportation","","Marti Marsh","41.5K GVW Chassis w/Frame Mount Sander","06/12/2018 14:30:00","/bso/external/bidAckList.sdo","Peterbilt Truck Parts and Equipment LLC","Bid to PO","NDEQ018632"
"80DOT-S192","Department of Transportation","","Heather Moon","Sweeper","05/18/2018 12:00:00","/bso/external/bidAckList.sdo","MB Companies","Bid to PO",""
"80DOT-S191","Department of Transportation","","Marti Marsh","Aerial Lift Truck","06/12/2018 14:00:00","/bso/external/bidAckList.sdo","McCandless International Trucks of Nevada","Bid to PO","NDEQ018633"
"80DOT-S189","Department of Transportation","","Heather Moon","Polaris Ranger 570","05/18/2018 12:00:00","/bso/external/bidAckList.sdo","Polaris Sales","Bid to PO",""
"65DPS-S188","Department of Public Safety","","Teri Becker","Med Kits","05/24/2018 16:00:00","/bso/external/bidAckList.sdo","North American Rescue, LLC","Bid to PO","RX 651HP000001817"
"81DMV-S185","Department of Motor Vehicles","","Annette Morfin","Secure Power of Attorney Forms","05/21/2018 14:00:00","","Progressive Print Solutions","Bid to PO","810 30444"
"40DHHS-S184","Department of Human Services","","Marti Marsh","Plantronics Headsets","05/15/2018 13:00:00","/bso/external/bidAckList.sdo","PCMG, Inc.","Bid to PO","407-30430"
"80DOT-S183","Department of Transportation","","Teri Becker","High Capacity Precision Balance","05/17/2018 16:00:00","/bso/external/bidAckList.sdo","Fotronic Corporation","Bid to PO","RX NDHQ47718"
"70CNR-S182","Department of Conservation and Natural Resources","","Nancy Feser","Landscape Restoration - Helicopter","07/13/2018 14:00:00","/bso/external/bidAckList.sdo","Markit! Forestry Management LLC","Bid to PO","RFP 3506"
"05TO-S181","Treasurer's Office","","Marti Marsh","Exablox Storage Drive","05/14/2018 13:00:00","/bso/external/bidAckList.sdo","CDW Government, Inc.","Bid to PO","050-30414"
"72DOW-S180","Department of Wildlife","","Teri Becker","Pipe Rail Fencing","05/31/2018 14:00:00","/bso/external/bidAckList.sdo","MSM Sheet Metal ","Bid to PO","RX 702-30358"
"80DOT-S179","Department of Transportation","","Annette Morfin","Promotional Items","05/15/2018 13:00:00","/bso/external/bidAckList.sdo","Taylor Print & Visual Impress","Bid to PO","NDHQ47018"
