"Contract #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"13DAT-NV23-18539","","Project MYNT: Modernize Your Nevada Tax  Integrated Tax Administration Solution and Implementation","Fast Enterprises LLC","","$0.00","Department of Taxation","3PS - Sent","10/10/2023","06/30/2033"
"13DAT-NV22-11096","","Hazardous Waste Disposal","CLEAN HARBORS ENVIRONMENTAL SERVICES INC ","","$0.00","Department of Taxation","3PS - Sent","04/12/2022","04/11/2026"
"12GOED-NV23-15638","","Website Redesign and Branding Materials","The Abbi Agency","","$0.00","Governor's Office of Economic Development","3PS - Sent","06/14/2023","06/13/2027"
"10TCA-NV25-24330","","Destination  Development Design  Consultation","National Travel Center, Inc. A Delaware Benefit Corporation","","$0.00","Department of Tourism And Cultural Affairs","3PS - Sent","03/12/2025","06/30/2026"
"10TCA-NV25-24329","","Destination  Development Design  Consultation","SMG Consulting","","$0.00","Department of Tourism And Cultural Affairs","3PS - Sent","02/15/2025","06/30/2026"
"10TCA-NV25-24328","","Destination  Development Design  Consultation","Crosscurrent Collective","","$0.00","Department of Tourism And Cultural Affairs","3PS - Sent","02/21/2025","06/30/2026"
"10TCA-NV25-24327","","Destination  Development Design  Consultation","Landkamer Consulting LLC","","$0.00","Department of Tourism And Cultural Affairs","3PS - Sent","02/21/2025","06/30/2026"
"10TCA-NV25-23904","","Data Aggregator Services","Datafy LLC","","$0.00","Department of Tourism And Cultural Affairs","3PS - Sent","02/01/2025","01/31/2029"
"10TCA-NV24-21732","","Online Ticket Sales for Nevada State Railroad Museums","Anchor Operating System","","$0.00","Department of Tourism And Cultural Affairs","3PS - Sent","06/12/2024","06/30/2028"
"10TCA-NV24-21559","","OTC for Historical  Calendars","Fong & Fong Printers","","$0.00","Department of Tourism And Cultural Affairs","3PS - Sent","04/17/2024","03/31/2026"
"10TCA-NV24-21056","","Tourism Transportation Services","SW Excursion & Educational Tours, Inc","","$0.00","Department of Tourism And Cultural Affairs","3PS - Sent","04/10/2024","04/30/2028"
"10TCA-NV24-20481","","Mexico Representation Office","Global Marketing & Sales","","$0.00","Department of Tourism And Cultural Affairs","3PS - Sent","02/13/2024","12/31/2027"
"10TCA-NV19-2602","","Printing, Binding and Mailing of Nevada  Magazine","Hudson Printing Company","","$0.00","Department of Tourism And Cultural Affairs","3PS - Sent","10/01/2019","09/30/2025"
"08DOA-NV25-25895","","Nevada Camera/Card Access Security Systems","RFI Communications & Security Systems","","$0.00","Department of Administration","3PS - Sent","04/08/2025","03/31/2029"
"08DOA-NV25-25682","","HVAC Air Filters Services for the McCarren Center","Diversified Thermal Services LLC","","$0.00","Department of Administration","3PS - Sent","07/08/2025","06/30/2029"
"08DOA-NV25-25411","","Employee Assistance Program","Keystone Peer Review Organization, LLC.","","$0.00","Department of Administration","3PS - Sent","07/01/2025","06/30/2029"
"08DOA-NV25-24664","","Landscaping Maintenance for the McCarran Center","NLS Grounds Management LLC","","$0.00","Department of Administration","3PS - Sent","05/01/2025","04/30/2029"
"08DOA-NV25-24525","","Naviant Managed Services 2025","Naviant, Inc.","","$96,000.00","Department of Administration","3PS - Sent","02/07/2025","01/31/2026"
"08DOA-NV25-24512","","Info-Tech 2025-2027","Info-Tech Research Group Inc.","","$207,173.94","Department of Administration","3PS - Sent","01/14/2025","12/31/2027"
"08DOA-NV25-24394","","Instructional Design","Educational Data Systems, Incorporated","","$0.00","Department of Administration","3PS - Sent","03/11/2025","10/31/2029"
"08DOA-NV25-23852","","McCarran Center Window Cleaning Services","Blue Edonis","","$0.00","Department of Administration","3PS - Sent","02/01/2025","01/31/2029"
"08DOA-NV25-23279","","Professional Circle Janitorial Services","Enterprise Janitorial Inc","","$0.00","Department of Administration","3PS - Sent","11/12/2024","11/30/2028"
"08DOA-NV25-23278","","Landscaping Maintenance - Donovan DMV, Flamingo DMV,  Sahara DMV, and Campos Building","NLS Grounds Management LLC","","$0.00","Department of Administration","3PS - Sent","12/01/2024","11/30/2028"
"08DOA-NV24-22908","","Content Management System (CMS) Modernization","Optimizely North America Inc","","$0.00","Department of Administration","3PS - Sent","10/02/2024","10/15/2026"
"08DOA-NV24-22801","","McCarran Center Janitorial Services","Xcel Maintenance Services, INC.","","$0.00","Department of Administration","3PS - Sent","11/01/2024","10/31/2028"
"08DOA-NV24-22633","","Landscaping Maintenance for Arrowhead Building","UNITED LAWN AND LANDSCAPING, LLC","","$0.00","Department of Administration","3PS - Sent","11/01/2024","10/31/2028"
"08DOA-NV24-22632","","Snow Removal for Carson City State Offices and the Stewart Facility","Coons Construction LLC","","$0.00","Department of Administration","3PS - Sent","11/01/2024","10/31/2028"
"08DOA-NV24-22344","","Snow Removal for Reno State Offices","Summerscape, LLC","","$0.00","Department of Administration","3PS - Sent","12/01/2024","11/30/2028"
"08DOA-NV24-22342","","Mainframe Managed Services","Kyndryl, Inc.","","$0.00","Department of Administration","3PS - Sent","08/13/2024","08/31/2028"
"08DOA-NV24-22096","","Plans Administration and Record Keeping Services","Voya Financial","","$0.00","Department of Administration","3PS - Sent","01/01/2025","12/31/2029"
"08DOA-NV24-21842","","Janitorial Services for Office of the Chief Information Officer","WOW CLEANING CORPORATION ","","$0.00","Department of Administration","3PS - Sent","08/13/2024","08/11/2028"
"08DOA-NV24-21566","","OTC for Reprographic Printing Paper and Related Services","RGS ReproGraphic Solutions","","$0.00","Department of Administration","3PS - Sent","04/17/2024","04/30/2026"
"08DOA-NV24-20121","","Arrowhead Building Janitorial Services","Enterprise Janitorial Inc","","$0.00","Department of Administration","3PS - Sent","01/09/2024","01/08/2028"
"08DOA-NV24-20120","","Landscaping Maintenance for Reno State Offices","American Lawn and Landscaping LLC","","$0.00","Department of Administration","3PS - Sent","01/09/2024","01/31/2028"
"08DOA-NV24-20019","","McCarran Center Roof Cleaning Services","Gorilla Property Services","","$0.00","Department of Administration","3PS - Sent","01/09/2024","01/31/2028"
"08DOA-NV24-19859","","Tourism Laxalt Building Janitorial Services","Qual-Econ USA","","$0.00","Department of Administration","3PS - Sent","12/12/2023","12/31/2027"
"08DOA-NV23-18369","","Statewide Elevator Inspections, Repair, and Maintenance ","TK Elevator Corporation","","$31,136.46","Department of Administration","3PS - Sent","10/01/2023","09/30/2027"
"08DOA-NV23-15910","","Statewide Nevada Library Database","World Book, Inc.","","$0.00","Department of Administration","3PS - Sent","07/01/2023","06/30/2027"
"08DOA-NV23-15909","","Statewide Nevada Library Database","EBSCO INFORMATION SERVICES","","$0.00","Department of Administration","3PS - Sent","07/01/2023","06/30/2027"
"08DOA-NV23-15908","","Statewide Nevada Library Database","TEACHINGBOOKS.NET LLC ","","$0.00","Department of Administration","3PS - Sent","07/01/2023","06/30/2027"
"08DOA-NV23-15875","","Interoffice Overnight Mail Currier Delivery Services","Specialized Delivery Services, Inc.","","$0.00","Department of Administration","3PS - Sent","07/01/2023","06/30/2027"
"08DOA-NV23-15595","","RFQ Nevada Workers Compensation Brokers","USI Insurance Services, LLC","","$0.00","Department of Administration","3PS - Sent","07/01/2023","06/30/2028"
"08DOA-NV23-15594","","Nevada Workers Compensation Brokers","Willis Towers Watson Insurance Services West, Inc.","","$0.00","Department of Administration","3PS - Sent","07/01/2023","06/30/2028"
"08DOA-NV23-14612",""," Emergency Power Generator Maintenance & Testing  ","Arc Generator Service LLC","","$0.00","Department of Administration","3PS - Sent","04/11/2023","04/10/2027"
"08DOA-NV23-13917","","RFQ Property and Casualty Brokers ","USI Insurance Services, LLC","","$0.00","Department of Administration","3PS - Sent","04/01/2023","03/31/2028"
"08DOA-NV23-13916","","RFQ Property and Casualty Brokers ","Aon Risk Insurance Services West, Inc.","","$0.00","Department of Administration","3PS - Sent","04/01/2023","03/31/2028"
"08DOA-NV23-13915","","RFQ Property and Casualty Brokers ","Alliant Insurance Services, Inc.","","$0.00","Department of Administration","3PS - Sent","04/01/2023","03/31/2028"
"08DOA-NV23-13914","","RFQ Property and Casualty Brokers ","Willis Towers Watson Insurance Services West, Inc.","","$0.00","Department of Administration","3PS - Sent","04/01/2023","03/31/2028"
"08DOA-NV23-13544","","Integrated Library System","ByWater Solutions LLC","","$0.00","Department of Administration","3PS - Sent","01/10/2023","06/30/2027"
"08DOA-NV23-13471","","Decatur DMV Building Janitorial Services ","Xcel Maintenance Services, INC.","","$0.00","Department of Administration","3PS - Sent","02/01/2023","01/31/2027"
"08DOA-NV23-13470","","Flamingo DMV Building Janitorial Services ","Xcel Maintenance Services, INC.","","$0.00","Department of Administration","3PS - Sent","02/01/2023","01/31/2027"
"08DOA-NV23-13326","","HVAC Air Filters Services","Nevada Chiller and Boiler Inc","","$0.00","Department of Administration","3PS - Sent","01/01/2023","12/31/2026"
"08DOA-NV23-12945","","Nevada State Library and Archives (NSLA) Janitorial Services","Enterprise Janitorial Inc","","$0.00","Department of Administration","3PS - Sent","12/01/2022","11/30/2026"
"08DOA-NV23-12944","","Carson City DMV Building Janitorial Services","Enterprise Janitorial Inc","","$0.00","Department of Administration","3PS - Sent","12/01/2022","11/30/2026"
"08DOA-NV23-12900","","Sahara DMV Building Janitorial Services","Xcel Maintenance Services, INC.","","$0.00","Department of Administration","3PS - Sent","12/01/2022","11/30/2026"
"08DOA-NV23-12898","","Belrose Building Janitorial Services","Xcel Maintenance Services, INC.","","$0.00","Department of Administration","3PS - Sent","12/01/2021","11/30/2026"
"08DOA-NV23-12668","","Grant Sawyer Office Building Janitorial Services","Best Janitorial Services Of NV","","$0.00","Department of Administration","3PS - Sent","12/01/2022","11/30/2026"
"08DOA-NV23-12614","","Campos Parole and Probation Janitorial Services","Xcel Maintenance Services, INC.","","$0.00","Department of Administration","3PS - Sent","12/01/2022","11/30/2026"
"08DOA-NV22-12492","","Nevada Early Intervention Services (NEIS) Janitorial Services","McNeil's Cleaning Services, Inc.","","$0.00","Department of Administration","3PS - Sent","10/01/2022","09/30/2026"
"08DOA-NV22-12469","","Henderson DMV Building Janitorial Services","Xcel Maintenance Services, INC.","","$0.00","Department of Administration","3PS - Sent","12/01/2022","11/30/2026"
"08DOA-NV22-12261","","Donovan DMV Building Janitorial Services","Xcel Maintenance Services, INC.","","$0.00","Department of Administration","3PS - Sent","08/01/2022","07/31/2026"
"08DOA-NV22-12260","","Bryan Building Janitorial Services","Enterprise Janitorial Inc","","$0.00","Department of Administration","3PS - Sent","08/01/2022","07/31/2026"
"08DOA-NV22-12259","","DMV Reno Janitorial Services","Enterprise Janitorial Inc","","$0.00","Department of Administration","3PS - Sent","08/01/2022","07/31/2026"
"08DOA-NV22-12258","","EICON Building Janitorial Services","Enterprise Janitorial Inc","","$0.00","Department of Administration","3PS - Sent","08/01/2022","07/31/2026"
"08DOA-NV22-12257","","Stewart Building #107 Janitorial Services","Enterprise Janitorial Inc","","$0.00","Department of Administration","3PS - Sent","08/01/2022","07/31/2026"
"08DOA-NV22-12256","","Blasdel Janitorial Services","Enterprise Janitorial Inc","","$0.00","Department of Administration","3PS - Sent","08/01/2022","07/31/2026"
"08DOA-NV21-8806","","AIX/Mainframe hardware, software, and services","Sirius Computer Solutions, Inc.","","$29,284,603.05","Department of Administration","3PS - Sent","06/08/2021","12/07/2025"
"06CO-NV20-6821","","Debt Collection Services","EOS CCA","","$0.00","Controller's Office","3PS - Sent","12/08/2020","12/31/2025"
"06CO-NV20-6820","","Debt Collection Services","Account Control Technology, Inc.","","$0.00","Controller's Office","3PS - Sent","12/08/2020","12/31/2025"
"06CO-NV20-6819","","Debt Collection Services","General Revenue Corporation","","$0.00","Controller's Office","3PS - Sent","12/08/2020","12/31/2025"
"06CO-NV20-6818","","Debt Collection Services","Penn Credit Corporation","","$0.00","Controller's Office","3PS - Sent","12/08/2020","12/31/2025"
"05TO-NV24-22895","","Banking and Merchant Services","Wells Fargo Bank, N.A.","","$0.00","Treasurer's Office","3PS - Sent","01/01/2025","12/31/2028"
"05TO-NV24-22864","","College Savings Investment Consulting Services","Meketa Investment Group, Inc.","","$0.00","Treasurer's Office","3PS - Sent","01/01/2025","12/31/2028"
"05TO-NV24-22532","","Outside Investment Manager","MEEDER PUBLIC FUNDS, INC.","","$0.00","Treasurer's Office","3PS - Sent","10/07/2024","08/30/2028"
"05TO-NV24-22531","","Outside Investment Manager","Buckhead Capital Management, LLC","","$0.00","Treasurer's Office","3PS - Sent","10/02/2024","08/30/2028"
"05TO-NV24-20469","","Legislative Funding for Non-Profits","Nevada GrantLab","","$0.00","Treasurer's Office","3PS - Sent","02/13/2024","09/19/2025"
"05TO-NV23-21356","","Master Securities Custody Services","The Bank of New York Mellon","","$0.00","Treasurer's Office","3PS - Sent","05/14/2024","04/30/2028"
"05TO-NV23-16809","","OTC for Payment Coupon Books","triangle systems","","$0.00","Treasurer's Office","3PS - Sent","07/01/2023","06/30/2026"
"05TO-NV22-12328","","Unclaimed Property Securities Custodian","Avenu Insights & Analytics, LLC.","","$0.00","Treasurer's Office","3PS - Sent","09/01/2022","08/31/2026"
"05TO-NV22-11785","","Prepaid Tuition Program Actuarial Services","Gabriel, Roeder, Smith & Company","","$0.00","Treasurer's Office","3PS - Sent","07/01/2022","06/30/2026"
"05TO-NV22-11772","","Unclaimed Property Audit Services","EECS LLC","","$0.00","Treasurer's Office","3PS - Sent","07/12/2022","06/30/2026"
"05TO-NV22-11771","","Unclaimed Property Audit Services","Specialty Audit Services, LLC","","$0.00","Treasurer's Office","3PS - Sent","07/12/2022","06/30/2026"
"05TO-NV22-11770","","Unclaimed Property Audit Services","Innovative Advocate Group, Inc.","","$0.00","Treasurer's Office","3PS - Sent","07/12/2022","06/30/2026"
"05TO-NV22-11769","","Unclaimed Property Audit Services","Audit Services Us LLC","","$0.00","Treasurer's Office","3PS - Sent","07/12/2022","06/30/2026"
"05TO-NV22-11768","","Unclaimed Property Audit Services","Kroll Government Solutions LLC","","$0.00","Treasurer's Office","3PS - Sent","07/12/2022","06/30/2026"
"05TO-NV22-11767","","Unclaimed Property Audit Services","Kelmar Associates, LLC","","$0.00","Treasurer's Office","3PS - Sent","07/12/2022","06/30/2026"
"05TO-NV22-11766","","Unclaimed Property Audit Services","Discovery Audit Services LLC","","$0.00","Treasurer's Office","3PS - Sent","07/12/2022","06/30/2026"
"05TO-NV22-11765","","Unclaimed Property Audit Services","Treasury Services Group, LLC","","$0.00","Treasurer's Office","3PS - Sent","07/12/2022","06/30/2026"
"04SOS-NV24-23630","","Online Licensing & Customer Engagement Application","Speridian Technologies LLC","","$0.00","Secretary of State's Office","3PS - Sent","10/08/2024","11/30/2028"
"04SOS-NV24-19691","","White Pine - Software","KNOWiNK LLC","","$0.00","Secretary of State's Office","3PS - Sent","06/26/2023","06/30/2026"
"04SOS-NV24-19689","","Storey - Software","KNOWiNK LLC","","$0.00","Secretary of State's Office","3PS - Sent","06/26/2023","06/30/2026"
"04SOS-NV24-19674","","Pershing - Software","KNOWiNK LLC","","$0.00","Secretary of State's Office","3PS - Sent","06/26/2023","06/30/2026"
"04SOS-NV24-19673","","Nye - Software","KNOWiNK LLC","","$0.00","Secretary of State's Office","3PS - Sent","06/26/2023","06/30/2026"
